question_id,question_text,construct,subject,correct_option,correct_text,incorrect_option,incorrect_text,has_math_symbols,misconception_id,misconception_desc,subject_cluster,difficulty,misconception_cluster,misconception_clusterId,misconception_merged,misconception_merged_id
964,"The bar chart shows the number of cups of tea and coffee sold in a café over \( 4 \) days.

How many cups of coffee were sold on Wednesday? ![A dual bar chart showing number of cups of tea and coffee sold Monday to Thursday. On Monday 25 teas and 38 coffees sold, Tuesday 10 teas and 45 coffees, Wednesday 25 teas and 30 coffees, Thursday 43 teas and 40 coffees.]()",Interpret a bar chart,Block Graphs and Bar Charts,B,\( 31 \),A,"3856    \( 30 \)
Name: AnswerText, dtype: object",False,2095,"When reading graph, chooses nearest marked value on axis instead of reading accurately",Graphs & Coordinate Geometry,Medium,Fraction Operations & Concepts,1,Fractions_Ratios,2
965,"Tom and Katie are discussing mental addition and subtraction strategies.

Tom says a good way to add \( 9 \) is to add \( 10 \) and then subtract \( 1 \).

Katie says a good way to subtract \( 9 \) is to subtract \( 10 \) and then subtract \( 1 \).

Who is correct?",Recognise and use efficient strategies for mental subtraction,Mental Addition and Subtraction,A,Only Tom,C,"3862    Both Tom and Katie
Name: AnswerText, dtype: object",False,1387,Does not understand the effect of consecutive subtractions,Core Mathematical Fundamentals,Medium,Simplification & Conversion Errors,9,Data_Conversions,5
965,"Tom and Katie are discussing mental addition and subtraction strategies.

Tom says a good way to add \( 9 \) is to add \( 10 \) and then subtract \( 1 \).

Katie says a good way to subtract \( 9 \) is to subtract \( 10 \) and then subtract \( 1 \).

Who is correct?",Recognise and use efficient strategies for mental subtraction,Mental Addition and Subtraction,A,Only Tom,D,"3863    Neither is correct
Name: AnswerText, dtype: object",False,1338,Does not understand the effect of consecutive operations,Core Mathematical Fundamentals,Medium,Simplification & Conversion Errors,9,Data_Conversions,5
966,"Vera wants to solve this equation using the quadratic formula.
\(
3 h^{2}-10 h+4=0
\)

What should replace the square? \( \frac{?\pm \sqrt{?-\square}}{?} \)",Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,Quadratic Equations,A,\( 48 \),B,"3865    \( 12 \)
Name: AnswerText, dtype: object",True,1044,Misremembers the quadratic formula,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
966,"Vera wants to solve this equation using the quadratic formula.
\(
3 h^{2}-10 h+4=0
\)

What should replace the square? \( \frac{?\pm \sqrt{?-\square}}{?} \)",Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,Quadratic Equations,A,\( 48 \),C,"3866    \( 11 \)
Name: AnswerText, dtype: object",True,1900,Thinks two variables next to each other represent addition,Core Mathematical Fundamentals,Hard,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
967,"\(
x_{n+1}=\sqrt{\frac{1}{x_{n}+11}}
\)

Using a starting value of \( x_{1}=0.6 \), what is the value of \( x_{2} \) ?",Carry out the first stage in an iteration solution,Trial and Improvement and Iterative Methods,C,\( 0.2936 \ldots \),A,"3868    \( 0.2975 \ldots \)
Name: AnswerText, dtype: object",True,1631,When asked for a specific term in a sequence gives the term after,Core Mathematical Fundamentals,Hard,Basic Operation Confusions,8,Fundamental_Arithmetic,1
968,"This is a part of the table of values for the equation
\[
y=10-6 x
\] \begin{tabular}{|l|l|}
\hline\( x \) & \( \bigstar \) \\
\hline\( y \) & \( 0 \) \\
\hline
\end{tabular} What should replace the star?","Given a positive y value, find an x value in a table of values for lines in the form y = mx + c",Plotting Lines from Tables of Values,A,\( \frac{10}{6} \),B,"3873    \( \frac{6}{10} \)
Name: AnswerText, dtype: object",True,195,"When solving an equation, thinks the divisor and dividend are the opposite way around",Graphs & Coordinate Geometry,Medium,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
968,"This is a part of the table of values for the equation
\[
y=10-6 x
\] \begin{tabular}{|l|l|}
\hline\( x \) & \( \bigstar \) \\
\hline\( y \) & \( 0 \) \\
\hline
\end{tabular} What should replace the star?","Given a positive y value, find an x value in a table of values for lines in the form y = mx + c",Plotting Lines from Tables of Values,A,\( \frac{10}{6} \),C,"3874    \( 10 \)
Name: AnswerText, dtype: object",True,391,Mixes up the value of two terms when substituting,Graphs & Coordinate Geometry,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
969,Which statement about the temperatures \( -7^{\circ} \mathrm{C} \) and \( 5^{\circ} \mathrm{C} \) is true?,Perform calculations with temperature when given in the same units,Adding and Subtracting Negative Numbers,D,"\( 5^{\circ} \mathrm{C} \) is \( 12^{\circ} \mathrm{C} \) 
hotter than
\( -7^{\circ} \mathrm{C} \)",A,"3876    \( 5^{\circ} \mathrm{C} \) is \( 2^{\circ} \ma...
Name: AnswerText, dtype: object",True,1231,Does not know that 7 and -7 are different,Core Mathematical Fundamentals,Hard,Fundamental Arithmetic Misconceptions,5,Fundamental_Arithmetic,1
969,Which statement about the temperatures \( -7^{\circ} \mathrm{C} \) and \( 5^{\circ} \mathrm{C} \) is true?,Perform calculations with temperature when given in the same units,Adding and Subtracting Negative Numbers,D,"\( 5^{\circ} \mathrm{C} \) is \( 12^{\circ} \mathrm{C} \) 
hotter than
\( -7^{\circ} \mathrm{C} \)",B,"3877    \( 5^{\circ} \mathrm{C} \) is \( 12^{\circ} \m...
Name: AnswerText, dtype: object",True,1471,Mixes up colder and hotter when comparing temperatures,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
969,Which statement about the temperatures \( -7^{\circ} \mathrm{C} \) and \( 5^{\circ} \mathrm{C} \) is true?,Perform calculations with temperature when given in the same units,Adding and Subtracting Negative Numbers,D,"\( 5^{\circ} \mathrm{C} \) is \( 12^{\circ} \mathrm{C} \) 
hotter than
\( -7^{\circ} \mathrm{C} \)",C,"3878    \( 5^{\circ} \mathrm{C} \) is \( 2^{\circ} \ma...
Name: AnswerText, dtype: object",True,2119,Ignores the negative sign,Core Mathematical Fundamentals,Hard,Decimal Operations & Place Value,6,Fundamental_Arithmetic,1
970,Solve the following pair of simultaneous equations: \( \begin{array}{l}3 x+2 y=14 \\ 2 x+2 y=10\end{array} \),Solve linear simultaneous equations requiring no scaling of expressions,Simultaneous Equations,C,\( \begin{array}{l}x=4 \\ y=1\end{array} \),B,"3881    \( \begin{array}{l}x=4 \\ y=2\end{array} \)
Name: AnswerText, dtype: object",True,1324,"When solving an equation, believes that when they get to ax = b, b is the solution",Core Mathematical Fundamentals,Hard,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
971,For which of these questions would you calculate \( 50+25 \) ?,Identify command words that mean addition,Mental Addition and Subtraction,B,Increase \( 50 \) by \( 25 \).,A,"3884    Decrease \( 50 \) by \( 25 \).
Name: AnswerText, dtype: object",True,1773,Adds rather than subtracts when answering worded problems,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
971,For which of these questions would you calculate \( 50+25 \) ?,Identify command words that mean addition,Mental Addition and Subtraction,B,Increase \( 50 \) by \( 25 \).,C,"3886    Find the product of \( 50 \) and \( 25 \).
Name: AnswerText, dtype: object",True,757,Adds rather than multiplies when asked for a product,Core Mathematical Fundamentals,Easy,Core Mathematical Knowledge Gaps,12,Fundamental_Arithmetic,1
971,For which of these questions would you calculate \( 50+25 \) ?,Identify command words that mean addition,Mental Addition and Subtraction,B,Increase \( 50 \) by \( 25 \).,D,"3887    How many \( 25 \) s are there in \( 50 ? \)
Name: AnswerText, dtype: object",True,1599,Adds rather than divides when answering worded problems,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
972,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The middle rectangle has ""square root"" written inside it and the final rectangle has ""output"" written above it and ""16"" written inside it.]() What is the input of this function machine?",Calculate the square of a number,Function Machines,D,\( 256 \),A,"3888    \( 32 \)
Name: AnswerText, dtype: object",False,1948,Believes the inverse of square rooting is doubling,Core Mathematical Fundamentals,Hard,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
972,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The middle rectangle has ""square root"" written inside it and the final rectangle has ""output"" written above it and ""16"" written inside it.]() What is the input of this function machine?",Calculate the square of a number,Function Machines,D,\( 256 \),B,"3889    \( 8 \)
Name: AnswerText, dtype: object",False,2316,Mixes up squaring and multiplying by 2 or doubling,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
972,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The middle rectangle has ""square root"" written inside it and the final rectangle has ""output"" written above it and ""16"" written inside it.]() What is the input of this function machine?",Calculate the square of a number,Function Machines,D,\( 256 \),C,"3890    \( 4 \)
Name: AnswerText, dtype: object",False,458,When finding an input of a function machine thinks you apply the operations given rather than the inverse operation.,Core Mathematical Fundamentals,Hard,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
973,How do you write \( 2.5 \% \) as a decimal?,Convert percentages containing 1 decimal place to decimals,Converting between Decimals and Percentages,A,\( 0.025 \),B,"3893    \( 0.25 \)
Name: AnswerText, dtype: object",False,1270,Divides by 10 instead of 100 when converting a percentage to a decimal ,Core Mathematical Fundamentals,Easy,Spatial Reasoning & Estimation,7,Geometry_Spatial,4
973,How do you write \( 2.5 \% \) as a decimal?,Convert percentages containing 1 decimal place to decimals,Converting between Decimals and Percentages,A,\( 0.025 \),C,"3894    \( 2.5 \)
Name: AnswerText, dtype: object",False,1756,Thinks you need to just remove the percentage sign to convert from a percentage to a decimal,Core Mathematical Fundamentals,Easy,Spatial Reasoning & Estimation,7,Geometry_Spatial,4
974,"Which image completes a symmetric figure on the Geo board? ![A figure drawn in one half of a box, with a red dotted line running diagonally across the box. ]()",Complete a symmetric figure with respect to a specific line of symmetry,Line Symmetry,C,![A correct reflection of the given figure. ](),A,"3896    ![An incorrect reflection of the given figure....
Name: AnswerText, dtype: object",False,470,Cannot reflect shape when line of symmetry is diagonal ,Graphs & Coordinate Geometry,Easy,Fraction Operations & Concepts,1,Fractions_Ratios,2
974,"Which image completes a symmetric figure on the Geo board? ![A figure drawn in one half of a box, with a red dotted line running diagonally across the box. ]()",Complete a symmetric figure with respect to a specific line of symmetry,Line Symmetry,C,![A correct reflection of the given figure. ](),B,"3897    ![An incorrect reflection of the given figure....
Name: AnswerText, dtype: object",False,470,Cannot reflect shape when line of symmetry is diagonal ,Graphs & Coordinate Geometry,Easy,Fraction Operations & Concepts,1,Fractions_Ratios,2
974,"Which image completes a symmetric figure on the Geo board? ![A figure drawn in one half of a box, with a red dotted line running diagonally across the box. ]()",Complete a symmetric figure with respect to a specific line of symmetry,Line Symmetry,C,![A correct reflection of the given figure. ](),D,"3899    ![An incorrect reflection of the given figure....
Name: AnswerText, dtype: object",False,470,Cannot reflect shape when line of symmetry is diagonal ,Graphs & Coordinate Geometry,Easy,Fraction Operations & Concepts,1,Fractions_Ratios,2
975,"\( \frac{1}{5} \) of the counters in a bag are blue.
\( \frac{3}{10} \) of the counters are red.
\( \frac{1}{2} \) of the counters are purple.
Which of these show the ratio of blue : red : purple? ![An image of a bag]()",Convert fractions to ratios,Writing Ratios,A,\( 2: 3: 5 \),B,"3901    \( 1: 3: 1 \)
Name: AnswerText, dtype: object",False,1223,Uses numerators to convert fractions to ratio despite different denominators,Core Mathematical Fundamentals,Medium,Data Handling & Number Sense,10,Data_Conversions,5
975,"\( \frac{1}{5} \) of the counters in a bag are blue.
\( \frac{3}{10} \) of the counters are red.
\( \frac{1}{2} \) of the counters are purple.
Which of these show the ratio of blue : red : purple? ![An image of a bag]()",Convert fractions to ratios,Writing Ratios,A,\( 2: 3: 5 \),C,"3902    \( 5: 10: 2 \)
Name: AnswerText, dtype: object",False,1820,"Uses the denominator when converting from fractions to ratio, rather than numerator.",Core Mathematical Fundamentals,Medium,Data Handling & Number Sense,10,Data_Conversions,5
