QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,Construct_Subject
1154,1403,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,70,Writing Expressions,A,"Tom and Katie are discussing calculations involving brackets
Tom says \( a(b+c) \equiv(b+c) \times a \)
Katie says \( a(b+c) \equiv a b+c \)
Who is correct?",Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression_Writing Expressions
1155,2010,Read a decimal on a scale where the required measurement is marked by a dash between two numbers,210,Ordering Negative Numbers,C,"What is the value of A? ![A horizontal number-line with 11 vertical, equally spaced, dashes representing the position of numbers. ""-4"" below the 2nd dash and ""5"" below the last dash are the only numbers marked on the line. An arrow, labelled ""A"" is pointing halfway between the 5th and 6th dashes. ]()",Read a decimal on a scale where the required measurement is marked by a dash between two numbers_Ordering Negative Numbers
1156,579,Express one quantity as a percentage of another mentally,233,Percentages of an Amount,D,What is \( 8 \) out of \( 20 \) as a percentage?,Express one quantity as a percentage of another mentally_Percentages of an Amount
1157,1405,Multiply a single term over a bracket where the term on the outside contains a letter and the inside contains a linear expression,50,Expanding Single Brackets,A,"![A blue, rectangle with each side labelled. The left side is labelled x and the right side 8. The top side is labelled 2x + 4 and the base 3x - 4.]() Which of the following statements is incorrect?",Multiply a single term over a bracket where the term on the outside contains a letter and the inside contains a linear expression_Expanding Single Brackets
1158,1488,Solve quadratic equations using factorisation in the form (x + a)(x + b) ,65,Quadratic Equations,B,"One of these equations has exactly one solution.
Which is it?",Solve quadratic equations using factorisation in the form (x + a)(x + b) _Quadratic Equations
1159,1142,"Given a description of an ascending sequence using quadratics in words, write some terms of that sequence",172,Quadratic Sequences,C,![Square and then subtract \( 4 \)]() The first three terms of which sequence below is produced by this term-to-term rule?,"Given a description of an ascending sequence using quadratics in words, write some terms of that sequence_Quadratic Sequences"
1160,2971,Calculate the probability of two dependent events occurring without drawing a tree diagram,112,Tree Diagrams with Dependent Events,C,"There are \( 5 \) red balls and \( 4 \) yellow balls in a cup ![A cup with 5 red and 4 yellow balls in it. All of the balls are the same size.]() Kate picks out two balls at the same time.

What is the probability at least one ball is red?",Calculate the probability of two dependent events occurring without drawing a tree diagram_Tree Diagrams with Dependent Events
1161,2566,Calculate the area of a parallelogram where the dimensions are given in the same units,75,Area of Simple Shapes,A,"What is the area of the parallelogram? ![A parallelogram with length 7cm, perpendicular height (marked by a right angle) 3cm, and slanted height 4cm. Not to scale]()",Calculate the area of a parallelogram where the dimensions are given in the same units_Area of Simple Shapes
1162,161,Understand the non-commutativity of division,204,Mental Multiplication and Division,C,"Jacob makes a conjecture: If you have two different numbers, \( P \) and \( Q \), the order you divide does not matter. \( P \div Q=Q \div P \) Is Jacob's conjecture...",Understand the non-commutativity of division_Mental Multiplication and Division
1163,1446,Recognise whether you need to add or subtract linear equations in order to eliminate a variable,63,Simultaneous Equations,B,"What do you need to do to eliminate the \( q s \) in each of these pairs of simultaneous equations? Pair \( 1 \)
\(
\begin{array}{l}
-5 p+2 q=12 \\
3 p-2 q=8
\end{array}
\) Pair \( 2 \)
\(
\begin{array}{l}
-5 p-2 q=12 \\
3 p+2 q=8
\end{array}
\)",Recognise whether you need to add or subtract linear equations in order to eliminate a variable_Simultaneous Equations
1164,2908,Interpret continuous data using a line graph,117,Time Series and Line Graphs,A,This graph shows how much a block of ice melted over time. ![Chart of water depth (cm) against time (minutes)]() What was the difference between the second minute and fourth minute?,Interpret continuous data using a line graph_Time Series and Line Graphs
1165,265,Carry out multiplication problems involving one negative integer,51,Expanding Double Brackets,B,"James is expanding these two brackets.

What should he get when he multiplies the two terms indicated by the arrows? ![The brackets shown are (x-8)(x-2). The arrows are pointing at the -8 in the first bracket and the -2 in the second bracket.]()",Carry out multiplication problems involving one negative integer_Expanding Double Brackets
1166,217,Round numbers to one decimal place,214,Rounding to Decimal Places,B,\( 154.1762 \) to \( 1 \) decimal place is.,Round numbers to one decimal place_Rounding to Decimal Places
1167,2033,Convert between m and km,195,Length Units,C,\( 4000 m \) is the same as ____ \(km\),Convert between m and km_Length Units
1168,2708,Describe simple directions to translate a shape or object using words not vectors,95,Translation and Vectors,B,"![A coordinate grid with point V marked at (2,2) and point W marked at (-3,-1)]() Describe the movements to get from point \( \mathrm{V} \) to point \( \mathrm{W} \).",Describe simple directions to translate a shape or object using words not vectors_Translation and Vectors
1169,46,Find 100 more than a given number,202,Place Value,D,What number is \( 100 \) more than \( 28902 ? \),Find 100 more than a given number_Place Value
1170,2622,Recall the correct formula to calculate the length of a non-hypotenuse of a right-angled triangle in a 2D Pythagoras questions,89,2D Pythagoras,D,"A right-angled tringle has sides a, b, and \( c \) as shown.

Choose the formula for finding side a. ![Right-angled triangle with height a, base b and hypotenuse c.]()",Recall the correct formula to calculate the length of a non-hypotenuse of a right-angled triangle in a 2D Pythagoras questions_2D Pythagoras
1171,423,Convert from improper fractions to mixed number fractions,229,Converting Mixed Number and Improper Fractions,D,Write \( \textbf{nineteen fifths} \) as a mixed number fraction.,Convert from improper fractions to mixed number fractions_Converting Mixed Number and Improper Fractions
1172,362,Convert fractions less than 1 to terminating decimals of 1 decimal place,237,Converting between Fractions and Decimals,B,What is \( \frac{4}{5} \) as a decimal?,Convert fractions less than 1 to terminating decimals of 1 decimal place_Converting between Fractions and Decimals
1173,3032,Understand inequality notation,165,Inequalities on Number Lines,D,Which of these statements show that \( \mathrm{t} \) is greater than \( 9 \) ?,Understand inequality notation_Inequalities on Number Lines
1174,373,Convert fractions to percentages containing 1 decimal place,238,Converting between Fractions and Percentages,D,"What percentage is represented by:
\(
\frac{3}{10}+ \frac{7}{1000}
\)",Convert fractions to percentages containing 1 decimal place_Converting between Fractions and Percentages
1175,3065,Convert from hours to minutes,209,Time,C,"Hannah's journey to camp is \( 3 \) hours and \( 26 \) minutes.
Tori's journey to camp is \( 204 \) minutes.
What is the difference in their journeys in minutes?",Convert from hours to minutes_Time
1176,3341,Calculate the length of horizontal and vertical line segments,410,Distance Between Two Co-ordinates,B,"![A rectangle drawn on a coordinate grid. Three of the vertices are labelled (3,12) (10,12) and (10,7). There is a red arrow between (3,12) and (10,12) indicating the width.]() What is the width of this rectangle as indicated by the arrow?",Calculate the length of horizontal and vertical line segments_Distance Between Two Co-ordinates
1177,908,"Given a positive x value, find a y value in a table of values for lines in the form ax + by = c",257,Plotting Lines from Tables of Values,B,"\begin{tabular}{|l|l|l|c|c|c|}
\hline\( x \) & \( 0 \) & \( 1 \) & \( 2 \) & \( 3 \) & \( 4 \) \\
\hline\( y \) & \( 4 \) &  \( \ \) & \(\color{gold}\bigstar\)
\end{tabular}

This is a table of values for \( x+2 y=8 \) What should replace the star?","Given a positive x value, find a y value in a table of values for lines in the form ax + by = c_Plotting Lines from Tables of Values"
1178,1428,Factorise a quadratic expression in the form x² + bx + c,53,Factorising into a Double Bracket,C,"Factorise this expression, if possible:
\(
p^{2}+5 p+4
\)",Factorise a quadratic expression in the form x² + bx + c_Factorising into a Double Bracket
1179,3085,Can calculate missing coordinates in a geometric shape,406,Naming Co-ordinates in 2D,C,"![A coordinate grid with a line segment from (0,2) to (3,1)]() The line segment is one side of a square.

Tom says a vertex of the square could be \( (2,-2) \).

Katie says a vertex of the square could be \( (1,5) \).
Who is correct?",Can calculate missing coordinates in a geometric shape_Naming Co-ordinates in 2D
1180,3489,Estimate the gradient at a point on a non-linear section of a real life graph,261,Gradient as change in y over change in x,C,"The graph shows information about the velocity, \( v \mathrm{~m} / \mathrm{s} \), of a parachutist \( t \) seconds after leaving a plane.

Which of the following is the best estimate for the gradient of the curve when \[t=8\]? ![A graph showing time in seconds on the x axis and velocity in metres per second on the y axis. A curve is shown with a tangent to the curve drawn in at (8,51). The tangent also passes through the point (0,40)]()",Estimate the gradient at a point on a non-linear section of a real life graph_Gradient as change in y over change in x
1181,2451,Identify the net of a prism,85,Nets,A,Which is the correct net for this shape? ![Net of a cuboid](),Identify the net of a prism_Nets
1182,287,Perform calculator calculations with powers,217,Basic Calculator Use,B,Which of the following would give you the correct value of \( \frac{1}{7} \) on your calculator? ![A scientific calculator](),Perform calculator calculations with powers_Basic Calculator Use
